Name,Name ASCII,Country code,Country name,Continent,Official,Gender,Unisex,Country Rank,Frequency,is_noise,is_mainstream_local,is_embedded_panregional,is_local_form_quality_ok,is_male_local,is_foreign_anchor,foreign_anchor_region,is_diaspora_likely,confidence,final_status,indicator_notes,OriginalName,NameCleaned,NameLatin
Bogusz,bogusz,PL,Poland,Europe,y,m,n,332,13,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Bogusz,Bogusz,Bogusz
Tadek,tadek,PL,Poland,Europe,y,m,n,334,12,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Tadek,Tadek,Tadek
Radomír,radomir,PL,Poland,Europe,y,m,n,336,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;local_marker;close_neighbor_embedded,Radomír,Radomír,Radomír
Oleksandr,oleksandr,PL,Poland,Europe,y,m,n,340,12,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Oleksandr,Oleksandr,Oleksandr
Luka,luka,PL,Poland,Europe,y,m,n,344,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Luka,Luka,Luka
Erik,erik,PL,Poland,Europe,y,m,n,352,12,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Erik,Erik,Erik
Andreas,andreas,PL,Poland,Europe,y,m,n,355,12,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Andreas,Andreas,Andreas
Aleksandr,aleksandr,PL,Poland,Europe,y,m,n,356,12,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Aleksandr,Aleksandr,Aleksandr
Oliver,oliver,PL,Poland,Europe,y,m,n,363,11,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Oliver,Oliver,Oliver
Jaromír,jaromir,PL,Poland,Europe,y,m,n,372,11,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Jaromír,Jaromír,Jaromír
Benjamin,benjamin,PL,Poland,Europe,y,m,n,376,11,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Benjamin,Benjamin,Benjamin
Auto,auto,PL,Poland,Europe,n,m,n,377,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,baltic,FALSE,medium,international_core,foreign_anchor:baltic;close_neighbor_embedded,Auto,Auto,Auto
Wild,wild,PL,Poland,Europe,n,m,n,379,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,baltic,FALSE,medium,international_core,foreign_anchor:baltic;close_neighbor_embedded,Wild,Wild,Wild
Nikita,nikita,PL,Poland,Europe,y,m,n,392,10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Nikita,Nikita,Nikita
Mateo,mateo,PL,Poland,Europe,y,m,n,393,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Mateo,Mateo,Mateo
Karen,karen,PL,Poland,Europe,y,m,n,396,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,east_slavic,FALSE,medium,international_core,foreign_anchor:east_slavic;close_neighbor_embedded,Karen,Karen,Karen
Jaro,jaro,PL,Poland,Europe,y,m,y,398,10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Jaro,Jaro,Jaro
Eliasz,eliasz,PL,Poland,Europe,y,m,n,400,10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Eliasz,Eliasz,Eliasz
Ruslan,ruslan,PL,Poland,Europe,y,m,n,412,9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Ruslan,Ruslan,Ruslan
Marc,marc,PL,Poland,Europe,y,m,n,418,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Marc,Marc,Marc
Maksim,maksim,PL,Poland,Europe,y,m,n,419,9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Maksim,Maksim,Maksim
Aleksej,aleksej,PL,Poland,Europe,y,m,n,432,9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Aleksej,Aleksej,Aleksej
Adaś,adas,PL,Poland,Europe,n,m,n,434,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,baltic,FALSE,medium,international_core,foreign_anchor:baltic;local_marker;close_neighbor_embedded,Adaś,Adaś,Adaś
Yaroslav,yaroslav,PL,Poland,Europe,y,m,n,436,8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Yaroslav,Yaroslav,Yaroslav
Vladimír,vladimir,PL,Poland,Europe,y,m,n,438,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker;panregional,Vladimír,Vladimír,Vladimír
Viktor,viktor,PL,Poland,Europe,y,m,n,439,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Viktor,Viktor,Viktor
Vadim,vadim,PL,Poland,Europe,y,m,n,440,8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Vadim,Vadim,Vadim
Stas,stas,PL,Poland,Europe,y,m,n,443,8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Stas,Stas,Stas
Stanisłav,stanislav,PL,Poland,Europe,y,m,n,444,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Stanisłav,Stanisłav,Stanisłav
Stanislav,stanislav,PL,Poland,Europe,y,m,n,445,8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Stanislav,Stanislav,Stanislav
Matthias,matthias,PL,Poland,Europe,y,m,n,449,8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Matthias,Matthias,Matthias
Jozek,jozek,PL,Poland,Europe,n,m,n,454,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Jozek,Jozek,Jozek
Janko,janko,PL,Poland,Europe,y,m,n,457,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Janko,Janko,Janko
Florian,florian,PL,Poland,Europe,y,m,n,459,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Florian,Florian,Florian
Eugene,eugene,PL,Poland,Europe,y,m,n,460,8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Eugene,Eugene,Eugene
Eric,eric,PL,Poland,Europe,y,m,n,461,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Eric,Eric,Eric
Dennis,dennis,PL,Poland,Europe,y,m,n,463,8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Dennis,Dennis,Dennis
Bolek,bolek,PL,Poland,Europe,y,m,n,468,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Bolek,Bolek,Bolek
Vitalij,vitalij,PL,Poland,Europe,y,m,n,478,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Vitalij,Vitalij,Vitalij
Urban,urban,PL,Poland,Europe,y,m,n,479,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Urban,Urban,Urban
Robin,robin,PL,Poland,Europe,y,m,n,487,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Robin,Robin,Robin
Miśka,miska,PL,Poland,Europe,n,m,y,495,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Miśka,Miśka,Miśka
Milan,milan,PL,Poland,Europe,y,m,n,496,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Milan,Milan,Milan
Markus,markus,PL,Poland,Europe,y,m,n,498,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Markus,Markus,Markus
Marko,marko,PL,Poland,Europe,y,m,n,499,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Marko,Marko,Marko
Marcus,marcus,PL,Poland,Europe,y,m,n,500,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Marcus,Marcus,Marcus
Jeremiasz,jeremiasz,PL,Poland,Europe,n,m,n,508,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Jeremiasz,Jeremiasz,Jeremiasz
Gienek,gienek,PL,Poland,Europe,n,m,n,516,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Gienek,Gienek,Gienek
Dmytro,dmytro,PL,Poland,Europe,y,m,n,522,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,east_slavic,FALSE,medium,international_core,foreign_anchor:east_slavic;close_neighbor_embedded,Dmytro,Dmytro,Dmytro
Darius,darius,PL,Poland,Europe,y,m,n,523,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Darius,Darius,Darius
Boris,boris,PL,Poland,Europe,y,m,n,527,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Boris,Boris,Boris
Aureliusz,aureliusz,PL,Poland,Europe,n,m,n,528,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Aureliusz,Aureliusz,Aureliusz
Andrii,andrii,PL,Poland,Europe,y,m,n,529,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,east_slavic,FALSE,medium,international_core,foreign_anchor:east_slavic;close_neighbor_embedded,Andrii,Andrii,Andrii
Alexey,alexey,PL,Poland,Europe,y,m,n,530,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Alexey,Alexey,Alexey
Volodymyr,volodymyr,PL,Poland,Europe,y,m,n,537,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Volodymyr,Volodymyr,Volodymyr
Taras,taras,PL,Poland,Europe,y,m,n,541,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Taras,Taras,Taras
Patrycjusz,patrycjusz,PL,Poland,Europe,y,m,n,549,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Patrycjusz,Patrycjusz,Patrycjusz
Nikolas,nikolas,PL,Poland,Europe,y,m,n,551,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Nikolas,Nikolas,Nikolas
Nikolaj,nikolaj,PL,Poland,Europe,y,m,n,552,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Nikolaj,Nikolaj,Nikolaj
Nico,nico,PL,Poland,Europe,y,m,n,553,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Nico,Nico,Nico
Miro,miro,PL,Poland,Europe,y,m,n,560,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Miro,Miro,Miro
Ludomír,ludomir,PL,Poland,Europe,y,m,n,567,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Ludomír,Ludomír,Ludomír
Kaś,kas,PL,Poland,Europe,n,m,n,569,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Kaś,Kaś,Kaś
Felix,felix,PL,Poland,Europe,y,m,n,582,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Felix,Felix,Felix
Evgenij,evgenij,PL,Poland,Europe,y,m,n,584,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Evgenij,Evgenij,Evgenij
Dirk,dirk,PL,Poland,Europe,y,m,n,588,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Dirk,Dirk,Dirk
Andrey,andrey,PL,Poland,Europe,y,m,n,594,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Andrey,Andrey,Andrey
Zachariasz,zachariasz,PL,Poland,Europe,n,m,n,596,5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Zachariasz,Zachariasz,Zachariasz
Vitalii,vitalii,PL,Poland,Europe,y,m,n,600,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Vitalii,Vitalii,Vitalii
Ta,ta,PL,Poland,Europe,y,m,y,603,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Ta,Ta,Ta
Sven,sven,PL,Poland,Europe,y,m,n,604,5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Sven,Sven,Sven
Serhii,serhii,PL,Poland,Europe,y,m,n,610,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,east_slavic,FALSE,medium,international_core,foreign_anchor:east_slavic;close_neighbor_embedded,Serhii,Serhii,Serhii
Misha,misha,PL,Poland,Europe,y,m,n,625,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Misha,Misha,Misha
Mietek,mietek,PL,Poland,Europe,n,m,n,628,5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Mietek,Mietek,Mietek
Leonid,leonid,PL,Poland,Europe,y,m,n,638,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Leonid,Leonid,Leonid
Kai,kai,PL,Poland,Europe,y,m,n,641,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Kai,Kai,Kai
Ihor,ihor,PL,Poland,Europe,y,m,n,646,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,east_slavic,FALSE,medium,international_core,foreign_anchor:east_slavic;close_neighbor_embedded,Ihor,Ihor,Ihor
Dmitrij,dmitrij,PL,Poland,Europe,y,m,n,659,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Dmitrij,Dmitrij,Dmitrij
Axel,axel,PL,Poland,Europe,y,m,n,671,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Axel,Axel,Axel
Andrei,andrei,PL,Poland,Europe,y,m,n,674,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Andrei,Andrei,Andrei
Valentin,valentin,PL,Poland,Europe,y,m,n,687,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Valentin,Valentin,Valentin
Urij,urij,PL,Poland,Europe,y,m,n,688,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Urij,Urij,Urij
Tobiáš,tobias,PL,Poland,Europe,y,m,n,695,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Tobiáš,Tobiáš,Tobiáš
Sergey,sergey,PL,Poland,Europe,y,m,n,703,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Sergey,Sergey,Sergey
Sergej,sergej,PL,Poland,Europe,y,m,n,704,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Sergej,Sergej,Sergej
Ralf,ralf,PL,Poland,Europe,y,m,n,712,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Ralf,Ralf,Ralf
Petr,petr,PL,Poland,Europe,y,m,n,720,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Petr,Petr,Petr
Patrik,patrik,PL,Poland,Europe,y,m,n,721,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Patrik,Patrik,Patrik
Pascal,pascal,PL,Poland,Europe,y,m,n,722,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Pascal,Pascal,Pascal
Ostap,ostap,PL,Poland,Europe,y,m,n,724,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,east_slavic,FALSE,medium,international_core,foreign_anchor:east_slavic;close_neighbor_embedded,Ostap,Ostap,Ostap
Oktawiusz,oktawiusz,PL,Poland,Europe,n,m,n,727,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Oktawiusz,Oktawiusz,Oktawiusz
Mykola,mykola,PL,Poland,Europe,y,m,n,734,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,east_slavic,FALSE,medium,international_core,foreign_anchor:east_slavic;close_neighbor_embedded,Mykola,Mykola,Mykola
Miloš,milos,PL,Poland,Europe,y,m,n,735,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Miloš,Miloš,Miloš
Marius,marius,PL,Poland,Europe,y,m,n,743,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Marius,Marius,Marius
Lubomír,lubomir,PL,Poland,Europe,y,m,n,748,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Lubomír,Lubomír,Lubomír
Logan,logan,PL,Poland,Europe,n,m,n,751,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Logan,Logan,Logan
Kryś,krys,PL,Poland,Europe,n,m,y,756,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Kryś,Kryś,Kryś
Koń,koń,PL,Poland,Europe,n,m,n,760,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Koń,Koń,Koń
Julius,julius,PL,Poland,Europe,y,m,n,763,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Julius,Julius,Julius
Jens,jens,PL,Poland,Europe,y,m,n,769,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Jens,Jens,Jens
Hans,hans,PL,Poland,Europe,y,m,n,779,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Hans,Hans,Hans
Gniewomir,gniewomir,PL,Poland,Europe,n,m,n,782,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Gniewomir,Gniewomir,Gniewomir
Gleb,gleb,PL,Poland,Europe,y,m,n,783,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Gleb,Gleb,Gleb
Eligiusz,eligiusz,PL,Poland,Europe,y,m,n,793,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Eligiusz,Eligiusz,Eligiusz
Edek,edek,PL,Poland,Europe,n,m,n,795,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,local_marker,Edek,Edek,Edek
Dmitro,dmitro,PL,Poland,Europe,y,m,n,800,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,east_slavic,FALSE,medium,international_core,foreign_anchor:east_slavic;close_neighbor_embedded,Dmitro,Dmitro,Dmitro
Björn,bjorn,PL,Poland,Europe,y,m,n,809,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Björn,Björn,Björn
Baba,baba,PL,Poland,Europe,n,m,n,813,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,balkan,FALSE,medium,international_core,foreign_anchor:balkan;close_neighbor_embedded,Baba,Baba,Baba
Adolf,adolf,PL,Poland,Europe,y,m,n,827,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,east_slavic,FALSE,medium,international_core,foreign_anchor:east_slavic;close_neighbor_embedded,Adolf,Adolf,Adolf
João,joao,PT,Portugal,Europe,y,m,n,1,3680,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,João,João,João
João,joao,PT,Portugal,Europe,y,m,n,2,3680,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,João,João,João
Pedro,pedro,PT,Portugal,Europe,y,m,n,3,2996,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Pedro,Pedro,Pedro
Ricardo,ricardo,PT,Portugal,Europe,y,m,n,4,1847,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ricardo,Ricardo,Ricardo
Nuno,nuno,PT,Portugal,Europe,y,m,n,5,1755,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Nuno,Nuno,Nuno
Paulo,paulo,PT,Portugal,Europe,y,m,n,6,1647,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Paulo,Paulo,Paulo
Tiago,tiago,PT,Portugal,Europe,y,m,n,7,1596,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Tiago,Tiago,Tiago
Luís,luis,PT,Portugal,Europe,y,m,n,8,1592,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Luís,Luís,Luís
Luís,luis,PT,Portugal,Europe,y,m,n,9,1592,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Luís,Luís,Luís
Rui,rui,PT,Portugal,Europe,y,m,n,10,1579,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Rui,Rui,Rui
Miguel,miguel,PT,Portugal,Europe,y,m,n,11,1514,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Miguel,Miguel,Miguel
André,andre,PT,Portugal,Europe,y,m,n,12,1423,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,André,André,André
André,andre,PT,Portugal,Europe,y,m,n,13,1423,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,André,André,André
Bruno,bruno,PT,Portugal,Europe,y,m,n,14,1366,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Bruno,Bruno,Bruno
José,jose,PT,Portugal,Europe,y,m,n,15,1325,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,José,José,José
José,jose,PT,Portugal,Europe,y,m,n,16,1325,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,José,José,José
Carlos,carlos,PT,Portugal,Europe,y,m,n,17,1289,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Carlos,Carlos,Carlos
Diogo,diogo,PT,Portugal,Europe,y,m,n,18,1250,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Diogo,Diogo,Diogo
Antônio,antonio,PT,Portugal,Europe,y,m,n,19,1118,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Antônio,Antônio,Antônio
António,antonio,PT,Portugal,Europe,y,m,n,20,1118,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,António,António,António
António,antonio,PT,Portugal,Europe,y,m,n,21,1118,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,António,António,António
Jorge,jorge,PT,Portugal,Europe,y,m,n,22,943,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jorge,Jorge,Jorge
Daniel,daniel,PT,Portugal,Europe,y,m,n,23,851,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Daniel,Daniel,Daniel
Filipe,filipe,PT,Portugal,Europe,y,m,n,24,846,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Filipe,Filipe,Filipe
Hugo,hugo,PT,Portugal,Europe,y,m,n,25,844,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Hugo,Hugo,Hugo
Francisco,francisco,PT,Portugal,Europe,y,m,n,26,833,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Francisco,Francisco,Francisco
Gonçalo,goncalo,PT,Portugal,Europe,y,m,n,27,769,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gonçalo,Gonçalo,Gonçalo
Gonçalo,goncalo,PT,Portugal,Europe,y,m,n,28,769,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gonçalo,Gonçalo,Gonçalo
Sérgio,sergio,PT,Portugal,Europe,y,m,n,29,621,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian_romance,FALSE,medium,international_core,foreign_anchor:iberian_romance;close_neighbor_embedded,Sérgio,Sérgio,Sérgio
Sérgio,sergio,PT,Portugal,Europe,y,m,n,30,621,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian_romance,FALSE,medium,international_core,foreign_anchor:iberian_romance;close_neighbor_embedded,Sérgio,Sérgio,Sérgio
Fernando,fernando,PT,Portugal,Europe,y,m,n,31,610,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Fernando,Fernando,Fernando
Fábio,fabio,PT,Portugal,Europe,y,m,n,32,582,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Fábio,Fábio,Fábio
Fábio,fabio,PT,Portugal,Europe,y,m,n,33,582,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Fábio,Fábio,Fábio
Vítor,vitor,PT,Portugal,Europe,y,m,n,34,560,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Vítor,Vítor,Vítor
Vítor,vitor,PT,Portugal,Europe,y,m,n,35,560,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Vítor,Vítor,Vítor
David,david,PT,Portugal,Europe,y,m,n,36,532,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,David,David,David
Marco,marco,PT,Portugal,Europe,y,m,n,37,528,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Marco,Marco,Marco
Manuel,manuel,PT,Portugal,Europe,y,m,n,38,518,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Manuel,Manuel,Manuel
Mário,mario,PT,Portugal,Europe,y,m,n,39,446,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Mário,Mário,Mário
Mário,mario,PT,Portugal,Europe,y,m,n,40,446,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Mário,Mário,Mário
