Region	Country	VisualBucket	percent	naming pool	Persona	naming split
AFC	India	IndiaBengali	12	India Bengali 0.82, Bangladesh 0.12, India Gangetic 0.06	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	India	IndieSriLanka	5	Tamil 0.60, Telugu 0.2, Kannada 0.1, Malaylam 0.1	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	India	Persia	2	Afghanistan Dari 0.55, Iran 0.45	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	India	ArabPeninsula	2	Saudi Arabia 0.40, UAE 0.25, Oman 0.20, Kuwait 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	India	AfricaEast	2	Kenya 0.40, Tanzania 0.35, Uganda 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Kazakhstan	AsiaCentralUzbek	62	Kazakhstan 0.72, Uzbekistan 0.18, Tajikistan 0.1	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Kazakhstan	AsiaCentralTajik	10	Tajikistan 0.55, Kazakhstan 0.45, 	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Kazakhstan	China	12	China 0.75, Kazakhstan 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Kazakhstan	EuroEast	8	Russia 0.60, Ukraine 0.20, Belarus 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Kazakhstan	Anatolian	6	Turkey 0.70, Azerbaijan 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Kazakhstan	Korea	2	South Korea 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Uzbekistan	AsiaCentralUzbek	70	Uzbekistan 0.82, Kazakhstan 0.1,  Tajikistan 0.08	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Uzbekistan	AsiaCentralTajik	18	Tajikistan 0.55, Uzbekistan 0.45	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Uzbekistan	Anatolian	4	Turkey 0.70, Azerbaijan 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Uzbekistan	Persia	4	Iran 0.60, Afghanistan Dari 0.40	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Uzbekistan	China	2	China 0.70, Uzbekistan 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Uzbekistan	EuroEast	2	Russia 0.60, Ukraine 0.20, Kazakhstan 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	China	China	76	China 1	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	China	SEA Vietic	3	Vietnam 0.70, China 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	China	SEA Mekong	3	Myanmar 0.30, Thailand 0.35, Cambodia 0.35	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	China	SEA insular	4	Malaysia Chinese 0.40, Singapore Chinese 0.30, Indonesia Other 0.20, Philippines 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	China	Korea	4	South Korea 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	China	AsiaCentralUzbek	4	Kazakhstan 0.45, Uzbekistan 0.40,  Tajikistan 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	China	Japan	2	Japan 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	China	Philipines	2	Philippines 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	China	IndiaGangetic	2	Nepal 0.60, India Gangetic 0.40	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Japan	Japan	83	Japan 0.98, South Korea 0.02	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Japan	Korea	5	South Korea 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Japan	China	4	China 1	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Japan	SEA insular	4	Philippines 0.70, Malaysia Chinese 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Japan	Philipines	4	Philippines 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	South Korea	Korea	78	South Korea 0.98, China 0.02	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	South Korea	China	6	China 1	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	South Korea	Japan	4	Japan 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	South Korea	AsiaCentralUzbek	4	Kazakhstan 0.60, Uzbekistan 0.40	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	South Korea	SEA insular	4	Philippines 0.50, Malaysia Chinese 0.25, Singapore Chinese 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	South Korea	Philipines	4	Philippines 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Taiwan	China	80	China 0.9, Taiwan 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Taiwan	Japan	5	Japan 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Taiwan	SEA insular	5	Philippines 0.30, Malaysia Chinese 0.25, Singapore Chinese 0.25, Indonesia Other 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Taiwan	Korea	3	South Korea 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Taiwan	Philipines	3	Philippines 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Taiwan	SEA Vietic	2	Vietnam 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Taiwan	SEA Mekong	2	Thailand 0.30, Cambodia 0.35, Myanmar 0.35	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Hong Kong	China	78	China 0.90, Hong Kong 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Hong Kong	SEA insular	6	Singapore Chinese 0.35, Malaysia Chinese 0.35, Philippines 0.15, Indonesia Other 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Hong Kong	Japan	4	Japan 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Hong Kong	IndiaSouth	4	Tamil 0.4, Telugu 0.2, Kannada 0.2, Malaylam 0.2	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Hong Kong	Korea	2	South Korea 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Hong Kong	Philipines	2	Philippines 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Hong Kong	SEA Vietic	2	Vietnam 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Hong Kong	SEA Mekong	2	Thailand 0.30, Cambodia 0.35, Myanmar 0.35	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Vietnam	SEA Vietic	86	Vietnam 0.96, Cambodia 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Vietnam	China	6	China 1 	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Vietnam	SEA insular	3	Malaysia Chinese 0.35, Singapore Chinese 0.30, Philippines 0.20, Indonesia Other 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Vietnam	IndiaSouth	3	Tamil 0.4, Telugu 0.2, Kannada 0.2, Malaylam 0.2	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Vietnam	Korea	2	South Korea 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Thailand	SEA Mekong	86	Thailand 0.95, Cambodia 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Thailand	China	5	China 1	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Thailand	SEA insular	4	Malaysia Malay 0.30, Singapore Chinese 0.25, Malaysia Chinese 0.25, Indonesia Other 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Thailand	IndiaSouth	3	Tamil 0.4, Telugu 0.2, Kannada 0.2, Malaylam 0.2	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Thailand	Korea	2	South Korea 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Malaysia	SEA insular	77	Malaysia Malay 0.48, Malaysia Chinese 0.26, Tamil 0.16, Singapore Malay 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Malaysia	China	6	Malaysia Chinese 0.45, Singapore Chinese 0.35, China 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Malaysia	IndiaSouth	6	Tamil 0.4, Telugu 0.2, Kannada 0.2, Malaylam 0.2	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Malaysia	SEA Mekong	4	Thailand 0.30, Cambodia 0.25, Vietnam 0.25, Myanmar 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Malaysia	Philipines	4	Philippines 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Malaysia	ArabPeninsula	3	Saudi Arabia 0.35, UAE 0.25, Oman 0.20, Kuwait 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Indonesia	SEA insular	76	Indonesia Javanese 0.38, Indonesia Sumatran 0.24, Indonesia Other 0.18, Malaysia Malay 0.10, Malaysia Chinese 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Indonesia	Philipines	4	Philippines 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Indonesia	China	4	Malaysia Chinese 0.35, Singapore Chinese 0.35, China 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Indonesia	SEA Mekong	4	Thailand 0.30, Cambodia 0.25, Vietnam 0.25, Myanmar 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Indonesia	Melanesia	6	Papua New Guinea 0.45, Solomon Islands 0.30, Vanuatu 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Indonesia	IndiaSouth	3	Tamil 0.4, Telugu 0.2, Kannada 0.2, Malaylam 0.2	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Indonesia	ArabPeninsula	3	Saudi Arabia 0.35, UAE 0.25, Oman 0.20, Kuwait 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Philippines	Philipines	78	Philippines 1.00	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Philippines	SEA insular	8	Indonesia Other 0.30, Malaysia Malay 0.25, Malaysia Chinese 0.20, Singapore Malay 0.15, Indonesia Javanese 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Philippines	China	6	China 0.45, Malaysia Chinese 0.30, Singapore Chinese 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Philippines	SEA Mekong	3	Vietnam 0.35, Thailand 0.25, Cambodia 0.20, Myanmar 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Philippines	IndiaSouth	3	Tamil 0.4, Telugu 0.2, Kannada 0.2, Malaylam 0.2	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Philippines	Japan	2	Japan 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Singapore	SEA insular	64	Singapore Chinese 0.44, Singapore Malay 0.26, Tamil 0.09, Telugu 0.09, Malaysia Chinese 0.07, Malaysia Malay 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Singapore	China	12	Singapore Chinese 0.45, China 0.30, Malaysia Chinese 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Singapore	IndiaSouth	8	Tamil 0.4, Telugu 0.2, Kannada 0.2, Malaylam 0.2	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Singapore	Philipines	3	Philippines 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Singapore	SEA Mekong	3	Vietnam 0.35, Thailand 0.25, Cambodia 0.20, Myanmar 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Singapore	ArabPeninsula	2	Saudi Arabia 0.35, UAE 0.25, Oman 0.20, Kuwait 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Singapore	Japan	2	Japan 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Singapore	Korea	2	South Korea 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Syria	Levant	84	Syria 0.82, Lebanon 0.08, Palestine 0.06, Iraq 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Syria	Anatolian	6	Turkey 0.75, Syria 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Syria	Persia	3	Iran 0.80, Syria 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Syria	ArabPeninsula	4	Saudi Arabia 0.45, Jordan 0.25, Iraq 0.15, UAE 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Syria	Egypt	3	Egypt 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Lebanon	Levant	84	Lebanon 0.84, Syria 0.08, Palestine 0.05, Iraq 0.03	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Lebanon	Anatolian	4	Turkey 0.75, Lebanon 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Lebanon	Persia	3	Iran 0.80, Lebanon 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Lebanon	Egypt	4	Egypt 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Lebanon	ArabPeninsula	5	Saudi Arabia 0.40, UAE 0.25, Jordan 0.20, Kuwait 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Palestine	Levant	86	Palestine 0.84, Jordan 0.06, Syria 0.05, Lebanon 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Palestine	Egypt	4	Egypt 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Palestine	ArabPeninsula	4	Jordan 0.35, Saudi Arabia 0.30, UAE 0.20, Kuwait 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Palestine	Anatolian	3	Turkey 0.75, Palestine 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Palestine	Persia	3	Iran 0.80, Palestine 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Yemen	ArabPeninsula	80	Saudi Arabia 0.70, Jordan 0.20, Oman 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Yemen	AfricaHorn	8	Somalia 0.45, Ethiopia 0.30, Sudan 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Yemen	Egypt	4	Egypt 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Yemen	Levant	4	Jordan 0.35, Palestine 0.25, Syria 0.20, Lebanon 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Yemen	Persia	2	Iran 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Yemen	AfricaEast	2	Sudan 0.40, Kenya 0.30, Tanzania 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Pakistan	IndiaPunjab	52	Pakistan Punjabi 0.82, India Punjabi 0.10, Pakistan Sindhi 0.08	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Pakistan	Persia	16	Afghanistan Dari 0.50, Iran 0.35, Pakistan Pashtun 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Pakistan	IndiaGangetic	8	Pakistan Punjabi 0.45, India Gangetic 0.35, Pakistan Sindhi 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Pakistan	IndiaSouth	4	Pakistan Sindhi 0.50, Tamil 0.1, Telugu 0.1, Kannada 0.1 , Pakistan Punjabi 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Pakistan	ArabPeninsula	8	Afghanistan Dari 0.50, Iran 0.35, Pakistan Pashtun 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Pakistan	AsiaCentralTajik	6	Afghanistan Dari 0.45, Tajikistan 0.30, Pakistan Pashtun 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Pakistan	AsiaCentralUzbek	4	Uzbekistan 0.45, Pakistan Pashtun 0.35, Tajikistan 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Pakistan	AfricaEast	2	Kenya 0.40, Tanzania 0.35, Uganda 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
AFC	Bangladesh	IndiaBengali	60	Bangladesh 0.80, India Bengali 0.15, India Gangetic 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
AFC	Bangladesh	IndiaGangetic	30	Bangladesh 0.75, India Gangetic 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
